"A_LEMMA","A_SYNSETID","A_TAGCOUNT","A_LEXDOMAINNAME","A_LEXDOMAINID","A_POS","A_SHOWALL","A_DEFINITION","A_SAMPLESET","A_HIDEALL","A_SENSENUM","B_LINKID","D_LINK","C_SYNSETID","C_LEXDOMAINNAME","C_LEXDOMAINID","C_POS","C_SHOWALL","C_DEFINITION","C_SAMPLESET","C_HIDEALL"
"blackwash",102842971,,"noun.artifact",6,"n","black lotion#1(black_lotion%1:06:00::),blackwash#2(blackwash%1:06:01::)","a mixture of calomel and limewater that is used on syphilitic sores","","black lotion,blackwash",2,16,"substance meronym",114878107,"noun.substance",27,"n","mercurous chloride#1(mercurous_chloride%1:27:00::),calomel#1(calomel%1:27:00::)","a tasteless colorless powder used medicinally as a cathartic","","mercurous chloride,calomel"
"dacite",114662625,,"noun.substance",27,"n","dacite#1(dacite%1:27:00::)","a grey volcanic rock containing plagioclase and quartz and other crystalline minerals","","dacite",1,16,"substance meronym",114794586,"noun.substance",27,"n","plagioclase#1(plagioclase%1:27:00::),oligoclase#1(oligoclase%1:27:00::)","any of a series of triclinic feldspars that form rocks","","plagioclase,oligoclase"
"basalt",114705421,,"noun.substance",27,"n","basalt#1(basalt%1:27:00::)","the commonest type of solidified lava; a dense dark grey fine-grained igneous rock that is composed chiefly of plagioclase feldspar and pyroxene","","basalt",1,16,"substance meronym",114794586,"noun.substance",27,"n","plagioclase#1(plagioclase%1:27:00::),oligoclase#1(oligoclase%1:27:00::)","any of a series of triclinic feldspars that form rocks","","plagioclase,oligoclase"
"central nervous system",105412576,1,"noun.body",8,"n","central nervous system#1(central_nervous_system%1:08:00::),systema nervosum centrale#1(systema_nervosum_centrale%1:08:00::),CNS#1(cns%1:08:00::)","the portion of the vertebrate nervous system consisting of the brain and spinal cord","","central nervous system,systema nervosum centrale,CNS",1,16,"substance meronym",105415459,"noun.body",8,"n","white matter#1(white_matter%1:08:00::),substantia alba#1(substantia_alba%1:08:00::)","whitish nervous tissue of the CNS consisting of neurons and their myelin sheaths","","white matter,substantia alba"
"french lavender",112785816,,"noun.plant",20,"n","French lavender#1(french_lavender%1:20:02::),spike lavender#1(spike_lavender%1:20:00::),Lavandula latifolia#1(lavandula_latifolia%1:20:00::)","Mediterranean plant with pale purple flowers that yields spike lavender oil","","French lavender,spike lavender,Lavandula latifolia",1,16,"substance meronym",112786011,"noun.plant",20,"n","spike oil#1(spike_oil%1:20:00::),spike lavender oil#1(spike_lavender_oil%1:20:00::)","pale yellow essential oil obtained from spike lavender used in scenting soaps and cosmetics","","spike oil,spike lavender oil"
"creosote",114756026,,"noun.substance",27,"n","creosote#1(creosote%1:27:00::)","a colorless or yellowish oily liquid obtained by distillation of wood tar; used as an antiseptic","","creosote",1,16,"substance meronym",114755701,"noun.substance",27,"n","creosol#1(creosol%1:27:00::)","a colorless to yellow aromatic liquid that is a constituent of creosote","","creosol"
"glacier",109226883,1,"noun.object",17,"n","glacier#1(glacier%1:17:00::)","a slowly moving mass of ice","","glacier",1,16,"substance meronym",114843769,"noun.substance",27,"n","water ice#1(water_ice%1:27:00::),ice#1(ice%1:27:00::)","water frozen in the solid state","Americans like ice in their drinks","water ice,ice"
"limestone",114863928,,"noun.substance",27,"n","limestone#1(limestone%1:27:00::)","a sedimentary rock consisting mainly of calcium that was deposited by the remains of marine animals","","limestone",1,16,"substance meronym",114569309,"noun.substance",27,"n","atomic number 20#1(atomic_number_20%1:27:00::),Ca#1(ca%1:27:00::),calcium#1(calcium%1:27:00::)","a white metallic element that burns with a brilliant light; the fifth most abundant element in the earth's crust; an important component of most plants and animals","","atomic number 20,Ca,calcium"
"fluxing lime",114720982,,"noun.substance",27,"n","calcined lime#1(calcined_lime%1:27:00::),calcium oxide#1(calcium_oxide%1:27:00::),calx#1(calx%1:27:00::),unslaked lime#1(unslaked_lime%1:27:00::),fluxing lime#1(fluxing_lime%1:27:00::),burnt lime#1(burnt_lime%1:27:00::),quicklime#1(quicklime%1:27:00::),lime#2(lime%1:27:01::)","a white crystalline oxide used in the production of calcium hydroxide","","calcined lime,calcium oxide,calx,unslaked lime,fluxing lime,burnt lime,quicklime,lime",1,16,"substance meronym",114569309,"noun.substance",27,"n","atomic number 20#1(atomic_number_20%1:27:00::),Ca#1(ca%1:27:00::),calcium#1(calcium%1:27:00::)","a white metallic element that burns with a brilliant light; the fifth most abundant element in the earth's crust; an important component of most plants and animals","","atomic number 20,Ca,calcium"
"unslaked lime",114720982,,"noun.substance",27,"n","calcined lime#1(calcined_lime%1:27:00::),calcium oxide#1(calcium_oxide%1:27:00::),calx#1(calx%1:27:00::),unslaked lime#1(unslaked_lime%1:27:00::),fluxing lime#1(fluxing_lime%1:27:00::),burnt lime#1(burnt_lime%1:27:00::),quicklime#1(quicklime%1:27:00::),lime#2(lime%1:27:01::)","a white crystalline oxide used in the production of calcium hydroxide","","calcined lime,calcium oxide,calx,unslaked lime,fluxing lime,burnt lime,quicklime,lime",1,16,"substance meronym",114569309,"noun.substance",27,"n","atomic number 20#1(atomic_number_20%1:27:00::),Ca#1(ca%1:27:00::),calcium#1(calcium%1:27:00::)","a white metallic element that burns with a brilliant light; the fifth most abundant element in the earth's crust; an important component of most plants and animals","","atomic number 20,Ca,calcium"
"plane tree",112742212,,"noun.plant",20,"n","plane tree#1(plane_tree%1:20:00::),platan#1(platan%1:20:00::),sycamore#2(sycamore%1:20:00::)","any of several trees of the genus Platanus having thin pale bark that scales off in small plates and lobed leaves and ball-shaped heads of fruits","","plane tree,platan,sycamore",1,16,"substance meronym",112742562,"noun.plant",20,"n","sycamore#1(sycamore%1:20:02::),lacewood#1(lacewood%1:20:00::)","variably colored and sometimes variegated hard tough elastic wood of a sycamore tree","","sycamore,lacewood"
"carob powder",107528553,,"noun.food",13,"n","carob powder#1(carob_powder%1:13:00::),Saint-John's-bread#1(saint-john's-bread%1:13:00::),carob#3(carob%1:13:00::)","powder from the ground seeds and pods of the carob tree; used as a chocolate substitute","","carob powder,Saint-John's-bread,carob",1,16,"substance meronym",112428637,"noun.plant",20,"n","algarroba#1(algarroba%1:20:02::),algarroba bean#1(algarroba_bean%1:20:00::),locust pod#1(locust_pod%1:20:00::),carob bean#1(carob_bean%1:20:00::),locust bean#1(locust_bean%1:20:00::),carob#1(carob%1:20:02::)","long pod containing small beans and sweetish edible pulp; used as animal feed and source of a chocolate substitute","","algarroba,algarroba bean,locust pod,carob bean,locust bean,carob"
"dope",107858826,,"noun.food",13,"n","cola#2(cola%1:13:00::),dope#3(dope%1:13:00::)","carbonated drink flavored with extract from kola nuts (`dope' is a southernism in the United States)","","cola,dope",3,16,"substance meronym",112132824,"noun.plant",20,"n","kola nut#1(kola_nut%1:20:02::),cola nut#1(cola_nut%1:20:00::)","bitter brown seed containing caffein; source of cola extract","","kola nut,cola nut"
"monazite",114619267,,"noun.substance",27,"n","monazite#1(monazite%1:27:00::)","a reddish-brown mineral containing rare earth metals; an important source of thorium and cerium","","monazite",1,16,"substance meronym",114573837,"noun.substance",27,"n","atomic number 63#1(atomic_number_63%1:27:00::),europium#1(europium%1:27:00::),Eu#1(eu%1:27:00::)","a bivalent and trivalent metallic element of the rare earth group","","atomic number 63,europium,Eu"
"blasting gelatin",102845247,,"noun.artifact",6,"n","blasting gelatin#1(blasting_gelatin%1:06:00::)","mixture of guncotton with nitroglycerin","","blasting gelatin",1,16,"substance meronym",114815612,"noun.substance",27,"n","glyceryl trinitrate#1(glyceryl_trinitrate%1:27:00::),trinitroglycerin#1(trinitroglycerin%1:27:00::),nitroglycerine#1(nitroglycerine%1:27:00::),nitroglycerin#1(nitroglycerin%1:27:00::)","a heavy yellow poisonous oily explosive liquid obtained by nitrating glycerol; used in making explosives and medically as a vasodilator","","glyceryl trinitrate,trinitroglycerin,nitroglycerine,nitroglycerin"
"rust",114818393,,"noun.substance",27,"n","rust#1(rust%1:27:00::)","a red or brown oxide coating on iron or steel caused by the action of oxygen and moisture","","rust",1,16,"substance meronym",114613939,"noun.substance",27,"n","goethite#1(goethite%1:27:00::),gothite#1(gothite%1:27:00::)","a red or yellow or brown mineral; an oxide of iron that is a common constituent of rust","","goethite,gothite"
"xenotime",115031087,,"noun.substance",27,"n","xenotime#1(xenotime%1:27:00::)","a brown-to-yellow mineral that is a phosphate of yttrium in crystalline form","","xenotime",1,16,"substance meronym",114595208,"noun.substance",27,"n","atomic number 69#1(atomic_number_69%1:27:00::),thulium#1(thulium%1:27:00::),Tm#1(tm%1:27:00::)","a soft silvery metallic element of the rare earth group; isotope 170 emits X-rays and is used in small portable X-ray machines; it occurs in monazite and apatite and xenotime","","atomic number 69,thulium,Tm"
"ldl",114870618,,"noun.substance",27,"n","beta-lipoprotein#1(beta-lipoprotein%1:27:00::),low-density lipoprotein#1(low-density_lipoprotein%1:27:00::),LDL#1(ldl%1:27:00::)","a lipoprotein that transports cholesterol in the blood; composed of moderate amount of protein and a large amount of cholesterol; high levels are thought to be associated with increased risk of coronary heart disease and atherosclerosis","","beta-lipoprotein,low-density lipoprotein,LDL",1,16,"substance meronym",114984675,"noun.substance",27,"n","LDL cholesterol#1(ldl_cholesterol%1:27:00::)","the cholesterol in low-density lipoproteins; the `bad' cholesterol; a high level in the blood is thought to be related to various pathogenic conditions","","LDL cholesterol"
"azoimide",114549444,,"noun.substance",27,"n","azoimide#1(azoimide%1:27:00::),hydrogen azide#1(hydrogen_azide%1:27:00::),hydrazoic acid#1(hydrazoic_acid%1:27:00::),HN#1(hn%1:27:03::)","a colorless explosive liquid that is volatile and poisonous and foul-smelling","","azoimide,hydrogen azide,hydrazoic acid,HN",1,16,"substance meronym",114702817,"noun.substance",27,"n","hydrazoite#1(hydrazoite%1:27:00::)","a salt of hydrazoic acid","","hydrazoite"
"pennyroyal",112792160,,"noun.plant",20,"n","pennyroyal#1(pennyroyal%1:20:01::),Mentha pulegium#1(mentha_pulegium%1:20:00::)","Eurasian perennial mint have small lilac-blue flowers and ovate leaves; yields an aromatic oil","","pennyroyal,Mentha pulegium",1,16,"substance meronym",112792348,"noun.plant",20,"n","pennyroyal oil#1(pennyroyal_oil%1:20:01::)","oil from European pennyroyal having an odor like mint; used chiefly in soaps","","pennyroyal oil"
"deoxyribonucleic acid",114760578,,"noun.substance",27,"n","desoxyribonucleic acid#1(desoxyribonucleic_acid%1:27:00::),DNA#1(dna%1:27:00::),deoxyribonucleic acid#1(deoxyribonucleic_acid%1:27:00::)","(biochemistry) a long linear polymer found in the nucleus of a cell and formed from nucleotides and shaped like a double helix; associated with the transmission of genetic information","DNA is the king of molecules","desoxyribonucleic acid,DNA,deoxyribonucleic acid",1,16,"substance meronym",114821052,"noun.substance",27,"n","guanine#1(guanine%1:27:00::),G#2(g%1:27:01::)","a purine base found in DNA and RNA; pairs with cytosine","","guanine,G"
"dna",114760578,,"noun.substance",27,"n","desoxyribonucleic acid#1(desoxyribonucleic_acid%1:27:00::),DNA#1(dna%1:27:00::),deoxyribonucleic acid#1(deoxyribonucleic_acid%1:27:00::)","(biochemistry) a long linear polymer found in the nucleus of a cell and formed from nucleotides and shaped like a double helix; associated with the transmission of genetic information","DNA is the king of molecules","desoxyribonucleic acid,DNA,deoxyribonucleic acid",1,16,"substance meronym",114821052,"noun.substance",27,"n","guanine#1(guanine%1:27:00::),G#2(g%1:27:01::)","a purine base found in DNA and RNA; pairs with cytosine","","guanine,G"
"rna",114762407,,"noun.substance",27,"n","RNA#1(rna%1:27:00::),ribonucleic acid#1(ribonucleic_acid%1:27:00::)","(biochemistry) a long linear polymer of nucleotides found in the nucleus but mainly in the cytoplasm of a cell where it is associated with microsomes; it transmits genetic information from DNA to the cytoplasm and controls certain chemical processes in the cell","ribonucleic acid is the genetic material of some viruses","RNA,ribonucleic acid",1,16,"substance meronym",114821052,"noun.substance",27,"n","guanine#1(guanine%1:27:00::),G#2(g%1:27:01::)","a purine base found in DNA and RNA; pairs with cytosine","","guanine,G"
"ytterbite",114612194,,"noun.substance",27,"n","ytterbite#1(ytterbite%1:27:00::),gadolinite#1(gadolinite%1:27:00::)","a mineral that is a source of rare earths; consists of silicates of iron and beryllium and cerium and yttrium and erbium","","ytterbite,gadolinite",1,16,"substance meronym",114567956,"noun.substance",27,"n","atomic number 4#1(atomic_number_4%1:27:00::),glucinium#1(glucinium%1:27:00::),beryllium#1(beryllium%1:27:00::),Be#1(be%1:27:00::)","a light strong brittle grey toxic bivalent metallic element","","atomic number 4,glucinium,beryllium,Be"
"anise cookie",107567301,,"noun.food",13,"n","anise cookie#1(anise_cookie%1:13:00::)","cookie made without butter and flavored with anise seed","","anise cookie",1,16,"substance meronym",107757276,"noun.food",13,"n","anise seed#1(anise_seed%1:13:00::),aniseed#1(aniseed%1:13:00::),anise#2(anise%1:13:00::)","liquorice-flavored seeds, used medicinally and in cooking and liquors","","anise seed,aniseed,anise"
"pastis",107841433,,"noun.food",13,"n","pastis#1(pastis%1:13:00::)","similar to absinthe but containing no wormwood","","pastis",1,16,"substance meronym",107757276,"noun.food",13,"n","anise seed#1(anise_seed%1:13:00::),aniseed#1(aniseed%1:13:00::),anise#2(anise%1:13:00::)","liquorice-flavored seeds, used medicinally and in cooking and liquors","","anise seed,aniseed,anise"
"daiquiri",107845308,1,"noun.food",13,"n","rum cocktail#1(rum_cocktail%1:13:00::),daiquiri#1(daiquiri%1:13:00::)","a cocktail made with rum and lime or lemon juice","","rum cocktail,daiquiri",1,16,"substance meronym",107835933,"noun.food",13,"n","rum#1(rum%1:13:00::)","liquor distilled from fermented molasses","","rum"
"rutile",114935022,,"noun.substance",27,"n","rutile#1(rutile%1:27:00::)","a mineral consisting of titanium dioxide in crystalline form; occurs in metamorphic and plutonic rocks and is a major source of titanium","","rutile",1,16,"substance meronym",114595873,"noun.substance",27,"n","atomic number 22#1(atomic_number_22%1:27:00::),Ti#1(ti%1:27:00::),titanium#1(titanium%1:27:00::)","a light strong grey lustrous corrosion-resistant metallic element used in strong lightweight alloys (as for airplane parts); the main sources are rutile and ilmenite","","atomic number 22,Ti,titanium"
"stibnite",114986119,,"noun.substance",27,"n","stibnite#1(stibnite%1:27:00::)","a soft grey mineral; the chief ore of antimony","","stibnite",1,16,"substance meronym",114565329,"noun.substance",27,"n","antimony#1(antimony%1:27:00::),Sb#1(sb%1:27:00::),atomic number 51#1(atomic_number_51%1:27:00::)","a metallic element having four allotropic forms; used in a wide variety of alloys; found in stibnite","","antimony,Sb,atomic number 51"
"alluvium",109130806,,"noun.object",17,"n","alluvial deposit#1(alluvial_deposit%1:17:00::),alluvium#1(alluvium%1:17:00::),alluvial sediment#1(alluvial_sediment%1:17:00::),alluvion#3(alluvion%1:17:00::)","clay or silt or gravel carried by rushing streams and deposited where the stream slows down","","alluvial deposit,alluvium,alluvial sediment,alluvion",1,16,"substance meronym",114655545,"noun.substance",27,"n","alluvial soil#1(alluvial_soil%1:27:00::)","a fine-grained fertile soil deposited by water flowing over flood plains or in river beds","","alluvial soil"
"manilkara bidentata",112709779,,"noun.plant",20,"n","bully tree#1(bully_tree%1:20:00::),balata tree#1(balata_tree%1:20:00::),Manilkara bidentata#1(manilkara_bidentata%1:20:00::),beefwood#1(beefwood%1:20:00::),balata#2(balata%1:20:00::)","a tropical hardwood tree yielding balata gum and heavy red timber","","bully tree,balata tree,Manilkara bidentata,beefwood,balata",1,16,"substance meronym",112709976,"noun.plant",20,"n","gutta balata#1(gutta_balata%1:20:00::),balata#1(balata%1:20:02::)","when dried yields a hard substance used e.g. in golf balls","","gutta balata,balata"
"maguey",112412958,,"noun.plant",20,"n","maguey#1(maguey%1:20:02::),Agave atrovirens#1(agave_atrovirens%1:20:00::)","Mexican plant used especially for making pulque which is the source of the colorless Mexican liquor, mescal","","maguey,Agave atrovirens",1,16,"substance meronym",107836513,"noun.food",13,"n","pulque#1(pulque%1:13:00::)","fermented Mexican drink from juice of various agave plants especially the maguey","","pulque"
"cherry tree",112576894,,"noun.plant",20,"n","cherry tree#1(cherry_tree%1:20:00::),cherry#2(cherry%1:20:00::)","any of numerous trees and shrubs producing a small fleshy round fruit with a single hard stone; many also produce a valuable hardwood","","cherry tree,cherry",1,16,"substance meronym",112577277,"noun.plant",20,"n","cherry#1(cherry%1:20:02::)","wood of any of various cherry trees especially the black cherry","","cherry"
"sequoia",111575802,,"noun.plant",20,"n","sequoia#1(sequoia%1:20:00::),redwood#2(redwood%1:20:00::)","either of two huge coniferous California trees that reach a height of 300 feet; sometimes placed in the Taxodiaceae","","sequoia,redwood",1,16,"substance meronym",111576055,"noun.plant",20,"n","redwood#1(redwood%1:20:02::)","the soft reddish wood of either of two species of sequoia trees","","redwood"
"redwood",111575802,,"noun.plant",20,"n","sequoia#1(sequoia%1:20:00::),redwood#2(redwood%1:20:00::)","either of two huge coniferous California trees that reach a height of 300 feet; sometimes placed in the Taxodiaceae","","sequoia,redwood",2,16,"substance meronym",111576055,"noun.plant",20,"n","redwood#1(redwood%1:20:02::)","the soft reddish wood of either of two species of sequoia trees","","redwood"
"anovulatory drug",103886086,,"noun.artifact",6,"n","anovulant#1(anovulant%1:06:00::),anovulatory drug#1(anovulatory_drug%1:06:00::),birth control pill#1(birth_control_pill%1:06:00::),contraceptive pill#1(contraceptive_pill%1:06:00::),oral contraceptive#1(oral_contraceptive%1:06:00::),oral contraceptive pill#1(oral_contraceptive_pill%1:06:00::),pill#5(pill%1:06:02::)","a contraceptive in the form of a pill containing estrogen and progestin to inhibit ovulation and so prevent conception","","anovulant,anovulatory drug,birth control pill,contraceptive pill,oral contraceptive,oral contraceptive pill,pill",1,16,"substance meronym",114681832,"noun.substance",27,"n","progesterone#1(progesterone%1:27:00::)","a steroid hormone produced in the ovary; prepares and maintains the uterus for pregnancy","","progesterone"
"deoxyribonucleic acid",114760578,,"noun.substance",27,"n","desoxyribonucleic acid#1(desoxyribonucleic_acid%1:27:00::),DNA#1(dna%1:27:00::),deoxyribonucleic acid#1(deoxyribonucleic_acid%1:27:00::)","(biochemistry) a long linear polymer found in the nucleus of a cell and formed from nucleotides and shaped like a double helix; associated with the transmission of genetic information","DNA is the king of molecules","desoxyribonucleic acid,DNA,deoxyribonucleic acid",1,16,"substance meronym",114643406,"noun.substance",27,"n","adenine#1(adenine%1:27:00::),A#4(a%1:27:02::)","(biochemistry) purine base found in DNA and RNA; pairs with thymine in DNA and with uracil in RNA","","adenine,A"
"fertilizer",114789100,1,"noun.substance",27,"n","fertiliser#1(fertiliser%1:27:00::),plant food#1(plant_food%1:27:00::),fertilizer#1(fertilizer%1:27:00::)","any substance such as manure or a mixture of nitrates used to make soil more fertile","","fertiliser,plant food,fertilizer",1,16,"substance meronym",114790758,"noun.substance",27,"n","niter#1(niter%1:27:00::),nitre#1(nitre%1:27:00::),saltpetre#1(saltpetre%1:27:00::),saltpeter#1(saltpeter%1:27:00::),potassium nitrate#1(potassium_nitrate%1:27:00::)","(KNO3) used especially as a fertilizer and explosive","","niter,nitre,saltpetre,saltpeter,potassium nitrate"
"calomel",114878107,,"noun.substance",27,"n","mercurous chloride#1(mercurous_chloride%1:27:00::),calomel#1(calomel%1:27:00::)","a tasteless colorless powder used medicinally as a cathartic","","mercurous chloride,calomel",1,16,"substance meronym",114582007,"noun.substance",27,"n","atomic number 80#1(atomic_number_80%1:27:00::),Hg#1(hg%1:27:00::),quicksilver#1(quicksilver%1:27:00::),mercury#1(mercury%1:27:00::),hydrargyrum#1(hydrargyrum%1:27:00::)","a heavy silvery toxic univalent and bivalent metallic element; the only metal that is liquid at ordinary temperatures","","atomic number 80,Hg,quicksilver,mercury,hydrargyrum"
"yellow poplar",111647457,,"noun.plant",20,"n","canary whitewood#1(canary_whitewood%1:20:00::),Liriodendron tulipifera#1(liriodendron_tulipifera%1:20:00::),tulip poplar#1(tulip_poplar%1:20:00::),tulip tree#1(tulip_tree%1:20:00::),yellow poplar#2(yellow_poplar%1:20:00::)","tall North American deciduous timber tree having large tulip-shaped greenish yellow flowers and conelike fruit; yields soft white woods used especially for cabinet work","","canary whitewood,Liriodendron tulipifera,tulip poplar,tulip tree,yellow poplar",2,16,"substance meronym",111647796,"noun.plant",20,"n","true tulipwood#1(true_tulipwood%1:20:00::),yellow poplar#1(yellow_poplar%1:20:02::),whitewood#1(whitewood%1:20:00::),tulipwood#2(tulipwood%1:20:00::),white poplar#2(white_poplar%1:20:02::)","light easily worked wood of a tulip tree; used for furniture and veneer","","true tulipwood,yellow poplar,whitewood,tulipwood,white poplar"
"burl",113101662,,"noun.plant",20,"n","burl#2(burl%1:20:00::)","a large rounded outgrowth on the trunk or branch of a tree","","burl",2,16,"substance meronym",113101809,"noun.plant",20,"n","burl#1(burl%1:20:02::)","the wood cut from a tree burl or outgrowth; often used decoratively in veneer","","burl"
"strontianite",114987606,,"noun.substance",27,"n","strontianite#1(strontianite%1:27:00::)","a mineral consisting of strontium carbonate","","strontianite",1,16,"substance meronym",114592393,"noun.substance",27,"n","atomic number 38#1(atomic_number_38%1:27:00::),strontium#1(strontium%1:27:00::),Sr#1(sr%1:27:00::)","a soft silver-white or yellowish metallic element of the alkali metal group; turns yellow in air; occurs in celestite and strontianite","","atomic number 38,strontium,Sr"
"karyon",105366633,,"noun.body",8,"n","cell nucleus#1(cell_nucleus%1:08:00::),nucleus#1(nucleus%1:08:00::),karyon#1(karyon%1:08:00::)","a part of the cell containing DNA and RNA and responsible for growth and reproduction","","cell nucleus,nucleus,karyon",1,16,"substance meronym",105366490,"noun.body",8,"n","nucleoplasm#1(nucleoplasm%1:08:00::),karyoplasm#1(karyoplasm%1:08:00::)","the protoplasm that constitutes the nucleus of a cell","","nucleoplasm,karyoplasm"
"cordite",103096383,,"noun.artifact",6,"n","cordite#1(cordite%1:06:00::)","explosive powder (nitroglycerin and guncotton and petrolatum) dissolved in acetone and dried and extruded in brown cords","","cordite",1,16,"substance meronym",114907785,"noun.substance",27,"n","mineral jelly#1(mineral_jelly%1:27:00::),petroleum jelly#1(petroleum_jelly%1:27:00::),petrolatum#1(petrolatum%1:27:00::)","a semisolid mixture of hydrocarbons obtained from petroleum; used in medicinal ointments and for lubrication","","mineral jelly,petroleum jelly,petrolatum"
"logwood",112432160,,"noun.plant",20,"n","campeachy#1(campeachy%1:20:00::),Haematoxylum campechianum#1(haematoxylum_campechianum%1:20:00::),logwood tree#1(logwood_tree%1:20:00::),logwood#2(logwood%1:20:00::),bloodwood tree#2(bloodwood_tree%1:20:01::)","spiny shrub or small tree of Central America and West Indies having bipinnate leaves and racemes of small bright yellow flowers and yielding a hard brown or brownish-red heartwood used in preparing a black dye","","campeachy,Haematoxylum campechianum,logwood tree,logwood,bloodwood tree",2,16,"substance meronym",112432533,"noun.plant",20,"n","logwood#1(logwood%1:20:02::)","very hard brown to brownish-red heartwood of a logwood tree; used in preparing a purplish red dye","","logwood"
"cuprite",114609950,,"noun.substance",27,"n","cuprite#1(cuprite%1:27:00::)","a mineral consisting of cuprous oxide that is a source of copper","","cuprite",1,16,"substance meronym",114572383,"noun.substance",27,"n","atomic number 29#1(atomic_number_29%1:27:00::),copper#1(copper%1:27:00::),Cu#1(cu%1:27:00::)","a ductile malleable reddish-brown corrosion-resistant diamagnetic metallic element; occurs in various minerals but is the only metal that occurs abundantly in large masses; used as an electrical and thermal conductor","","atomic number 29,copper,Cu"
"copper pyrites",114607125,,"noun.substance",27,"n","copper pyrites#1(copper_pyrites%1:27:00::),chalcopyrite#1(chalcopyrite%1:27:00::)","a yellow copper ore (CuFeS2) made up of copper and iron sulfide","","copper pyrites,chalcopyrite",1,16,"substance meronym",114572383,"noun.substance",27,"n","atomic number 29#1(atomic_number_29%1:27:00::),copper#1(copper%1:27:00::),Cu#1(cu%1:27:00::)","a ductile malleable reddish-brown corrosion-resistant diamagnetic metallic element; occurs in various minerals but is the only metal that occurs abundantly in large masses; used as an electrical and thermal conductor","","atomic number 29,copper,Cu"
"methanol",114624443,,"noun.substance",27,"n","methanol#1(methanol%1:27:00::),wood spirit#1(wood_spirit%1:27:00::),wood alcohol#1(wood_alcohol%1:27:00::),methyl alcohol#1(methyl_alcohol%1:27:00::)","a light volatile flammable poisonous liquid alcohol; used as an antifreeze and solvent and fuel and as a denaturant for ethyl alcohol","","methanol,wood spirit,wood alcohol,methyl alcohol",1,16,"substance meronym",114655713,"noun.substance",27,"n","propenyl alcohol#1(propenyl_alcohol%1:27:00::),allyl alcohol#1(allyl_alcohol%1:27:00::)","an unsaturated primary alcohol present in wood spirit; use to make resins and plasticizers and pharmaceuticals","","propenyl alcohol,allyl alcohol"
"semiconductor",104114756,,"noun.artifact",6,"n","semiconductor device#1(semiconductor_device%1:06:00::),semiconductor unit#1(semiconductor_unit%1:06:00::),semiconductor#2(semiconductor%1:06:00::)","a conductor made with semiconducting material","","semiconductor device,semiconductor unit,semiconductor",2,16,"substance meronym",114751462,"noun.substance",27,"n","semiconductor#1(semiconductor%1:27:00::),semiconducting material#1(semiconducting_material%1:27:00::)","a substance as germanium or silicon whose electrical conductivity is intermediate between that of a metal and an insulator; its conductivity increases with temperature and in the presence of impurities","","semiconductor,semiconducting material"
"baddeleyite",114604593,,"noun.substance",27,"n","baddeleyite#1(baddeleyite%1:27:00::)","a mineral consisting of zirconium oxide","","baddeleyite",1,16,"substance meronym",114598943,"noun.substance",27,"n","atomic number 40#1(atomic_number_40%1:27:00::),Zr#1(zr%1:27:00::),zirconium#1(zirconium%1:27:00::)","a lustrous grey strong metallic element resembling titanium; it is used in nuclear reactors as a neutron absorber; it occurs in baddeleyite but is obtained chiefly from zircon","","atomic number 40,Zr,zirconium"
"adobe brick",102683576,,"noun.artifact",6,"n","adobe brick#1(adobe_brick%1:06:00::),adobe#2(adobe%1:06:00::)","sun-dried brick; used in hot dry climates","","adobe brick,adobe",1,16,"substance meronym",114537962,"noun.substance",27,"n","adobe#1(adobe%1:27:00::)","the clay from which adobe bricks are made","","adobe"
"adobe",102683576,,"noun.artifact",6,"n","adobe brick#1(adobe_brick%1:06:00::),adobe#2(adobe%1:06:00::)","sun-dried brick; used in hot dry climates","","adobe brick,adobe",2,16,"substance meronym",114537962,"noun.substance",27,"n","adobe#1(adobe%1:27:00::)","the clay from which adobe bricks are made","","adobe"
"brine",114935470,,"noun.substance",27,"n","brine#1(brine%1:27:00::),seawater#1(seawater%1:27:00::),saltwater#1(saltwater%1:27:00::)","water containing salts","the water in the ocean is all saltwater","brine,seawater,saltwater",1,16,"substance meronym",114608648,"noun.substance",27,"n","sodium chloride#1(sodium_chloride%1:27:00::),common salt#1(common_salt%1:27:00::)","a white crystalline solid consisting mainly of sodium chloride (NaCl)","","sodium chloride,common salt"
"quartz",114808801,1,"noun.substance",27,"n","quartz#1(quartz%1:27:01::),lechatelierite#1(lechatelierite%1:27:00::),vitreous silica#1(vitreous_silica%1:27:00::),quartz glass#1(quartz_glass%1:27:00::),crystal#4(crystal%1:27:01::)","colorless glass made of almost pure silica","","quartz,lechatelierite,vitreous silica,quartz glass,crystal",1,16,"substance meronym",114967298,"noun.substance",27,"n","silica#1(silica%1:27:00::),silicon oxide#1(silicon_oxide%1:27:00::),silicon dioxide#1(silicon_dioxide%1:27:00::)","a white or colorless vitreous insoluble solid (SiO2); various forms occur widely in the earth's crust as quartz or cristobalite or tridymite or lechatelierite","","silica,silicon oxide,silicon dioxide"
"grape",107689303,2,"noun.food",13,"n","grape#1(grape%1:13:00::)","any of various juicy fruit of the genus Vitis with green or purple skins; grow in clusters","","grape",1,16,"substance meronym",107822356,"noun.food",13,"n","wine#1(wine%1:13:00::),vino#1(vino%1:13:00::)","fermented juice (of grapes especially)","","wine,vino"
