"MORPHID","LEMMA","POS","MORPH"
3170,"pricy","a","pricier"
3176,"priestly","a","priestliest"
3175,"priestly","a","priestlier"
3178,"prig","v","prigging"
3177,"prig","v","prigged"
3186,"prim","v","primming"
3185,"prim","a","primmest"
3184,"prim","a","primmer"
3183,"prim","v","primmed"
3179,"primer","a","primer"
3181,"primigravida","n","primigravidae"
3182,"primipara","n","primiparae"
3180,"primo","n","primi"
3187,"primordium","n","primordia"
3189,"princely","a","princeliest"
3188,"princely","a","princelier"
3190,"printer","a","printer"
3352,"rectum","n","recta"
3353,"rectus","n","recti"
3356,"recur","v","recurring"
3355,"recur","v","recurred"
3361,"red","v","redding"
3360,"red","a","reddest"
3359,"red","a","redder"
3358,"red","v","redded"
3357,"red","v","red"
3362,"redfish","n","redfishes"
3364,"redo","v","redone"
3363,"redo","v","redid"
3529,"salter","a","salter"
3531,"salty","a","saltiest"
3530,"salty","a","saltier"
3532,"salvo","n","salvoes"
3533,"sampler","a","sampler"
3535,"sanctify","v","sanctified"
3534,"sanctum","n","sancta"
3537,"sandbag","v","sandbagging"
3536,"sandbag","v","sandbagged"
3539,"sandy","a","sandiest"
3538,"sandy","a","sandier"
3759,"sidestep","v","sidestepping"
3758,"sidestep","v","sidestepped"
3761,"sightly","a","sightliest"
3760,"sightly","a","sightlier"
3763,"sightsee","v","sightseen"
3762,"sightsee","v","sightsaw"
3766,"signal","v","signalling"
3765,"signal","v","signalled"
3764,"signaler","a","signaler"
3767,"signer","a","signer"
3768,"signify","v","signified"
3770,"signior","n","signori"
3769,"signora","n","signore"
3770,"signore","n","signori"
3771,"signorina","n","signorine"
3772,"siliqua","n","siliquae"
3774,"silky","a","silkiest"
3773,"silky","a","silkier"
3776,"silly","a","silliest"
3775,"silly","a","sillier"
3777,"silva","n","silvae"
3192,"prissy","a","prissiest"
3191,"prissy","a","prissier"
3193,"privateer","a","privateer"
3195,"privy","a","priviest"
3194,"privy","a","privier"
3196,"proboscis","n","proboscides"
3198,"prod","v","prodding"
3197,"prod","v","prodded"
3366,"reedy","a","reediest"
3365,"reedy","a","reedier"
3489,"reeve","v","rove"
3369,"refer","v","referring"
3368,"refer","v","referred"
3367,"referendum","n","referenda"
3371,"refit","v","refitting"
3370,"refit","v","refitted"
3374,"refuel","v","refuelling"
3373,"refuel","v","refuelled"
3376,"regret","v","regretting"
3375,"regret","v","regretted"
3541,"sanitarium","n","sanitaria"
3543,"santims","n","santimi"
3548,"sap","v","sapping"
3545,"sap","v","sapped"
3544,"saponify","v","saponified"
3547,"sappy","a","sappiest"
3546,"sappy","a","sappier"
3549,"sarcophagus","n","sarcophagi"
3550,"sartorius","n","sartorii"
3552,"sassy","a","sassiest"
3551,"sassy","a","sassier"
3046,"phyle","n","phylae"
3047,"phylloxera","n","phylloxerae"
3048,"phylogenesis","n","phylogeneses"
3045,"phylum","n","phyla"
3050,"physic","v","physicking"
3049,"physic","v","physicked"
3199,"prognosis","n","prognoses"
3202,"program","v","programming"
3201,"program","v","programmes"
3200,"program","v","programmed"
3203,"prolegomenon","n","prolegomena"
3204,"prolepsis","n","prolepses"
3207,"prologue","v","prologs"
3206,"prologue","v","prologing"
3205,"prologue","v","prologed"
3208,"prompter","a","prompter"
3209,"promycelium","n","promycelia"
3210,"pronucleus","n","pronuclei"
3216,"prop","v","propping"
3215,"prop","v","propped"
3212,"propel","v","propelling"
3211,"propel","v","propelled"
3213,"prophesy","v","prophesied"
3377,"regulus","n","reguli"
3378,"rehear","v","reheard"
3379,"reify","v","reified"
3381,"relatum","n","relata"
3382,"rely","v","relied"
3383,"remake","v","remade"
3384,"remarry","v","remarried"
3554,"satisfy","v","satisfied"
3556,"saucy","a","sauciest"
3555,"saucy","a","saucier"
3559,"savvy","a","savviest"
3558,"savvy","a","savvier"
3557,"savvy","v","savvied"
3562,"saw","v","sawn"
3561,"sawfish","n","sawfishes"
3521,"say","v","said"
3564,"scabby","a","scabbiest"
3563,"scabby","a","scabbier"
3566,"scag","v","scagging"
3565,"scag","v","scagged"
3052,"picky","a","pickiest"
3051,"picky","a","pickier"
3054,"picnic","v","picnicking"
3053,"picnic","v","picnicked"
3055,"pied-a-terre","n","pieds-a-terre"
3060,"pig","v","pigging"
3057,"pig","v","pigged"
3056,"pigfish","n","pigfishes"
3059,"piggy","a","piggiest"
3058,"piggy","a","piggier"
3061,"pileus","n","pilei"
3062,"pillory","v","pilloried"
3214,"propositus","n","propositi"
3217,"proscenium","n","proscenia"
3218,"prosencephalon","n","prosencephala"
3221,"prosthesis","n","prostheses"
3220,"prosy","a","prosiest"
3219,"prosy","a","prosier"
3222,"prothalamion","n","prothalamia"
3222,"prothalamium","n","prothalamia"
3223,"prothorax","n","prothoraces"
3224,"protozoan","n","protozoa"
3225,"prove","v","proven"
3226,"proviso","n","provisoes"
3386,"remit","v","remitting"
3385,"remit","v","remitted"
3387,"rend","v","rent"
3388,"renter","a","renter"
3389,"repay","v","repaid"
3391,"repel","v","repelling"
3390,"repel","v","repelled"
3392,"reply","v","replied"
3394,"repot","v","repotting"
3393,"repot","v","repotted"
3567,"scalenus","n","scaleni"
3569,"scaly","a","scaliest"
3568,"scaly","a","scalier"
3571,"scan","v","scanning"
3570,"scan","v","scanned"
3573,"scanty","a","scantiest"
3572,"scanty","a","scantier"
3574,"scapula","n","scapulae"
3580,"scar","v","scarring"
3579,"scar","v","scarred"
3575,"scarabaeus","n","scarabaei"
3581,"scarf","n","scarves"
3578,"scarify","v","scarified"
3577,"scary","a","scariest"
3576,"scary","a","scarier"
3583,"scat","v","scatting"
3582,"scat","v","scatted"
3584,"schema","n","schemata"
3585,"scherzo","n","scherzi"
3068,"pin","v","pinning"
3067,"pin","v","pinned"
3063,"pinetum","n","pineta"
3064,"pinfish","n","pinfishes"
3065,"pinko","n","pinkoes"
3066,"pinna","n","pinnae"
3071,"pip","v","pipping"
3070,"pip","v","pipped"
3069,"pipefish","n","pipefishes"
3174,"pry","v","pried"
3227,"psalterium","n","psalteria"
3228,"pseudopodium","n","pseudopodia"
3396,"rerun","v","rerunning"
3395,"rerun","v","reran"
3397,"reseau","n","reseaux"
3398,"reset","v","resetting"
3399,"resew","v","resewn"
3400,"residuum","n","residua"
3586,"schmo","n","schmoes"
3587,"scholium","n","scholia"
3588,"schutzstaffel","n","schutzstaffeln"
3589,"sclerosis","n","scleroses"
3590,"sclerotium","n","sclerotia"
3075,"pistol","v","pistolling"
3074,"pistol","v","pistolled"
3073,"pistol-whip","v","pistol-whipping"
3072,"pistol-whip","v","pistol-whipped"
3083,"pit","v","pitting"
3082,"pit","v","pitted"
3077,"pitchy","a","pitchiest"
3076,"pitchy","a","pitchier"
3078,"pithecanthropus","n","pithecanthropi"
3080,"pithy","a","pithiest"
3079,"pithy","a","pithier"
3081,"pity","v","pitied"
3084,"placebo","n","placeboes"
3085,"placenta","n","placentae"
3229,"psychoneurosis","n","psychoneuroses"
3230,"psychosis","n","psychoses"
3231,"pterygium","n","pterygia"
3232,"ptosis","n","ptoses"
3234,"pub","v","pubbing"
3233,"pub","v","pubbed"
3235,"pubis","n","pubes"
3415,"ret","v","retting"
3414,"ret","v","retted"
3401,"retailer","a","retailer"
3408,"retake","v","retook"
3402,"retake","v","retaken"
3404,"rete","n","retia"
3407,"retell","v","retold"
3403,"rethink","v","rethought"
3405,"reticulum","n","reticula"
3406,"retina","n","retinae"
3410,"retransmit","v","retransmitting"
3409,"retransmit","v","retransmitted"
3413,"retrofit","v","retrofitting"
3412,"retrofit","v","retrofitted"
3411,"retry","v","retried"
3416,"reunify","v","reunified"
3423,"rev","v","revving"
3422,"rev","v","revved"
3418,"revel","v","revelling"
3417,"revel","v","revelled"
3591,"scoria","n","scoriae"
3592,"scotoma","n","scotomata"
3596,"scrag","v","scragging"
3593,"scrag","v","scragged"
3598,"scraggly","a","scraggliest"
3597,"scraggly","a","scragglier"
3595,"scraggy","a","scraggiest"
3594,"scraggy","a","scraggier"
3600,"scram","v","scramming"
3599,"scram","v","scrammed"
3605,"scrap","v","scrapping"
3602,"scrap","v","scrapped"
3601,"scraper","a","scraper"
3604,"scrappy","a","scrappiest"
3603,"scrappy","a","scrappier"
3607,"scrawny","a","scrawniest"
3606,"scrawny","a","scrawnier"
3609,"screwy","a","screwiest"
3608,"screwy","a","screwier"
3611,"scriptorium","n","scriptoria"
3612,"scrotum","n","scrota"
3616,"scrub","v","scrubbing"
3613,"scrub","v","scrubbed"
3615,"scrubby","a","scrubbiest"
3614,"scrubby","a","scrubbier"
3618,"scruffy","a","scruffiest"
3617,"scruffy","a","scruffier"
3620,"scrum","v","scrumming"
3619,"scrum","v","scrummed"
3610,"scry","v","scried"
3622,"scud","v","scudding"
3621,"scud","v","scudded"
3624,"scum","v","scumming"
3623,"scum","v","scummed"
3089,"plan","v","planning"
3088,"plan","v","planned"
3086,"planer","a","planer"
3087,"planetarium","n","planetaria"
3090,"planula","n","planulae"
3091,"plasmodium","n","plasmodia"
3096,"plat","v","platting"
3095,"plat","v","platted"
3092,"plateau","n","plateaux"
3094,"platy","a","platiest"
3093,"platy","a","platier"
3236,"pudendum","n","pudenda"
3238,"pudgy","a","pudgiest"
3237,"pudgy","a","pudgier"
3239,"puffer","a","puffer"
3241,"puffy","a","puffiest"
3240,"puffy","a","puffier"
3243,"pug","v","pugging"
3242,"pug","v","pugged"
3244,"pul","n","puli"
3246,"pulpy","a","pulpiest"
3245,"pulpy","a","pulpier"
3248,"pummel","v","pummelling"
3247,"pummel","v","pummelled"
3252,"pun","v","punning"
3251,"pun","v","punned"
3250,"puny","a","puniest"
3249,"puny","a","punier"
3255,"pup","v","pupping"
3254,"pup","v","pupped"
3253,"pupa","n","pupae"
3420,"revet","v","revetting"
3419,"revet","v","revetted"
3421,"revivify","v","revivified"
3424,"rewind","v","rewound"
3426,"rewrite","v","rewrote"
3425,"rewrite","v","rewritten"
3427,"rhabdomyoma","n","rhabdomyomata"
3429,"rhinencephalon","n","rhinencephala"
3430,"rhizobium","n","rhizobia"
3625,"scurry","v","scurried"
3627,"scurvy","a","scurviest"
3626,"scurvy","a","scurvier"
3629,"scyphozoan","n","scyphozoa"
3628,"scyphus","n","scyphi"
3631,"seamy","a","seamiest"
3630,"seamy","a","seamier"
3097,"player","a","player"
3099,"plead","v","pled"
3098,"plectron","n","plectra"
3098,"plectrum","n","plectra"
3100,"plenum","n","plena"
3101,"pleura","n","pleurae"
3102,"plica","n","plicae"
3105,"plod","v","plodding"
3104,"plod","v","plodded"
3107,"plop","v","plopping"
3106,"plop","v","plopped"
3109,"plot","v","plotting"
3108,"plot","v","plotted"
3110,"ploughman","n","ploughmen"
3110,"plowman","n","ploughmen"
3112,"plucky","a","pluckiest"
3111,"plucky","a","pluckier"
3114,"plug","v","plugging"
3113,"plug","v","plugged"
3256,"purify","v","purified"
3258,"pushy","a","pushiest"
3257,"pushy","a","pushier"
3260,"pussy","a","pussiest"
3259,"pussy","a","pussier"
3266,"put","v","putting"
3262,"put-put","v","put-putting"
3261,"put-put","v","put-putted"
3263,"putamen","n","putamina"
3264,"putrefy","v","putrefied"
3265,"putty","v","puttied"
3267,"pycnidium","n","pycnidia"
3268,"pylorus","n","pylori"
3431,"rhombus","n","rhombi"
3432,"rhonchus","n","rhonchi"
3434,"rib","v","ribbing"
3433,"rib","v","ribbed"
3435,"ribbonfish","n","ribbonfishes"
3436,"rickettsia","n","rickettsiae"
3438,"ricochet","v","ricochetting"
3437,"ricochet","v","ricochetted"
3441,"rid","v","ridding"
3439,"rid","v","ridded"
3470,"ride","v","rode"
3440,"ride","v","ridden"
3443,"rig","v","rigging"
3442,"rig","v","rigged"
3632,"second-rater","a","second-rater"
3633,"seconder","a","seconder"
3634,"secondo","n","secondi"
3640,"see","v","seen"
3560,"see","v","saw"
3635,"seed","v","seed"
3637,"seedy","a","seediest"
3636,"seedy","a","seedier"
3115,"plumber","a","plumber"
3119,"plummy","a","plummiest"
3118,"plummy","a","plummier"
3117,"plumy","a","plumiest"
3116,"plumy","a","plumier"
3103,"ply","v","plied"
3120,"pneumococcus","n","pneumococci"
3121,"pocketknife","n","pocketknives"
3123,"pod","v","podding"
3122,"pod","v","podded"
3124,"podetium","n","podetia"
3126,"podgy","a","podgiest"
3125,"podgy","a","podgier"
3127,"podium","n","podia"
2758,"nut","v","nutting"
2755,"nut","v","nutted"
2757,"nutty","a","nuttiest"
2756,"nutty","a","nuttier"
2759,"oarfish","n","oarfishes"
2760,"oasis","n","oases"
2761,"objectify","v","objectified"
2762,"objet d'art","n","objets d'art"
2763,"obligato","n","obligati"
2947,"parrotfish","n","parrotfishes"
2946,"parry","v","parried"
2948,"part-timer","a","part-timer"
2950,"partake","v","partook"
2949,"partake","v","partaken"
2951,"paso doble","n","pasos dobles"
2955,"pasquinade","v","pasquils"
2954,"pasquinade","v","pasquilling"
2953,"pasquinade","v","pasquilled"
2952,"pasquinade","v","pasquil"
2956,"passer","a","passer"
2957,"passer-by","n","passers-by"
2435,"mamilla","n","mamillae"
2436,"mamma","n","mammae"
2437,"mammilla","n","mammillae"
2503,"man","n","men"
2447,"man","v","manning"
2446,"man","v","manned"
2504,"man of letters","n","men of letters"
2505,"man-at-arms","n","men-at-arms"
2507,"man-of-war","n","men-of-war"
2506,"man-of-war","n","men-o'-war"
2440,"mango","n","mangoes"
2439,"mangy","a","mangiest"
2438,"mangy","a","mangier"
2441,"manifesto","n","manifestoes"
2605,"moony","a","mooniest"
2604,"moony","a","moonier"
2607,"mop","v","mopping"
2606,"mop","v","mopped"
2608,"moratorium","n","moratoria"
2609,"morceau","n","morceaux"
2610,"morphallaxis","n","morphallaxes"
2611,"mors","n","morses"
2611,"morse","n","morses"
2612,"mortify","v","mortified"
2613,"morula","n","morulae"
2614,"moshav","n","moshavim"
2616,"moslem","n","moslims"
2615,"moslem","n","moslim"
2617,"mosquito","n","mosquitoes"
2764,"obolus","n","oboli"
2765,"occiput","n","occipita"
2766,"occupy","v","occupied"
2768,"occur","v","occurring"
2767,"occur","v","occurred"
2769,"oceanid","n","oceanides"
2770,"ocellus","n","ocelli"
2771,"octahedron","n","octahedra"
2772,"octopus","n","octopi"
2773,"oculus","n","oculi"
2958,"paster","a","paster"
2961,"pastorale","n","pastorali"
2960,"pasty","a","pastiest"
2959,"pasty","a","pastier"
2971,"pat","v","patting"
2970,"pat","v","patted"
2963,"patchy","a","patchiest"
2962,"patchy","a","patchier"
2964,"patella","n","patellae"
2965,"pater","a","pater"
2967,"paterfamilias","n","patresfamilias"
2966,"patina","n","patinae"
2969,"patrol","v","patrolling"
2968,"patrol","v","patrolled"
2973,"pawky","a","pawkiest"
2972,"pawky","a","pawkier"
2443,"manky","a","mankiest"
2442,"manky","a","mankier"
2445,"manly","a","manliest"
2444,"manly","a","manlier"
2509,"manservant","n","menservants"
2448,"mantis","n","mantes"
2449,"manubrium","n","manubria"
2451,"manumit","v","manumitting"
2450,"manumit","v","manumitted"
2453,"map","v","mapping"
2452,"map","v","mapped"
2460,"mar","v","marring"
2458,"mar","v","marred"
2455,"marcel","v","marcelling"
2454,"marcel","v","marcelled"
2618,"mother superior","n","mothers superior"
2619,"mother-in-law","n","mothers-in-law"
2621,"mothy","a","mothiest"
2620,"mothy","a","mothier"
2622,"motto","n","mottoes"
2624,"mouldy","a","mouldiest"
2623,"mouldy","a","mouldier"
2533,"mouse","n","mice"
2774,"oedema","n","oedemata"
2775,"oesophagus","n","oesophagi"
2776,"off","a","offer"
2776,"offer","a","offer"
2777,"offset","v","offsetting"
2779,"oily","a","oiliest"
2778,"oily","a","oilier"
2902,"pay","v","paid"
2979,"pea","n","pease"
2975,"peachy","a","peachiest"
2974,"peachy","a","peachier"
2976,"pearler","a","pearler"
2978,"pearly","a","pearliest"
2977,"pearly","a","pearlier"
2980,"peccadillo","n","peccadilloes"
2983,"pedal","v","pedalling"
2982,"pedal","v","pedalled"
2981,"pedaler","a","pedaler"
2456,"mariner","a","mariner"
2457,"markka","n","markkaa"
2459,"marry","v","married"
2462,"marshal","v","marshalling"
2461,"marshal","v","marshalled"
2464,"marshy","a","marshiest"
2463,"marshy","a","marshier"
2626,"mousy","a","mousiest"
2625,"mousy","a","mousier"
2627,"mover and shaker","n","movers and shakers"
2628,"mow","v","mown"
2630,"mucky","a","muckiest"
2629,"mucky","a","muckier"
2631,"mucosa","n","mucosae"
2636,"mud","v","mudding"
2632,"mud","v","mudded"
2635,"muddy","a","muddiest"
2634,"muddy","a","muddier"
2633,"muddy","v","muddied"
2640,"mug","v","mugging"
2637,"mug","v","mugged"
2639,"muggy","a","muggiest"
2638,"muggy","a","muggier"
2641,"mulatto","n","mulattoes"
2780,"old-timer","a","old-timer"
2781,"oldwife","n","oldwives"
2782,"oliver","a","oliver"
2783,"omasum","n","omasa"
2784,"omayyad","n","omayyades"
2785,"omentum","n","omenta"
2787,"omit","v","omitting"
2786,"omit","v","omitted"
2788,"ommatidium","n","ommatidia"
2789,"ommiad","n","ommiades"
2986,"peg","v","pegging"
2985,"peg","v","pegged"
2987,"pekinese","n","pekingese"
2988,"pelvis","n","pelves"
2999,"pen","v","pent"
2998,"pen","v","penning"
2996,"pen","v","penned"
2991,"pencil","v","pencilling"
2990,"pencil","v","pencilled"
2993,"penetralium","n","penetralia"
2994,"penicillium","n","penicillia"
2992,"penis","n","penes"
2995,"penknife","n","penknives"
2997,"penni","n","pennia"
2989,"penny","n","pence"
3000,"pentahedron","n","pentahedra"
2465,"marsupium","n","marsupia"
2467,"marvel","v","marvelling"
2466,"marvel","v","marvelled"
2468,"marvel-of-peru","n","marvels-of-peru"
2470,"mass","n","masses"
2469,"mass medium","n","mass media"
2470,"masse","n","masses"
2471,"master-at-arms","n","masters-at-arms"
2642,"multiplexer","a","multiplexer"
2643,"multiply","v","multiplied"
2646,"mum","v","mumming"
2644,"mum","v","mummed"
2645,"mummify","v","mummified"
2648,"murky","a","murkiest"
2647,"murky","a","murkier"
2790,"onager","n","onagri"
2792,"oozy","a","ooziest"
2791,"oozy","a","oozier"
3012,"perineum","n","perinea"
3013,"periosteum","n","periostea"
3014,"periphrasis","n","periphrases"
3015,"peristalsis","n","peristalses"
3016,"perithecium","n","perithecia"
3017,"peritoneum","n","peritonea"
3019,"perky","a","perkiest"
3018,"perky","a","perkier"
3021,"permit","v","permitting"
3020,"permit","v","permitted"
3022,"persona","n","personae"
2475,"mat","v","matting"
2473,"mat","v","matted"
2472,"matrix","n","matrices"
2474,"matter","a","matter"
2476,"matzo","n","matzoth"
2477,"mausoleum","n","mausolea"
2478,"maxilla","n","maxillae"
2479,"maximum","n","maxima"
2650,"mushy","a","mushiest"
2649,"mushy","a","mushier"
2651,"muskellunge","n","muskallunge"
2653,"musky","a","muskiest"
2652,"musky","a","muskier"
2654,"muster","a","muster"
2656,"musty","a","mustiest"
2655,"musty","a","mustier"
2657,"mutiny","v","mutinied"
2659,"muzzy","a","muzziest"
2658,"muzzy","a","muzzier"
2660,"mycelium","n","mycelia"
2661,"mycobacterium","n","mycobacteria"
2662,"myelencephalon","n","myelencephala"
2793,"opener","a","opener"
2794,"operculum","n","opercula"
2795,"optic axis","n","optic axes"
2796,"optimum","n","optima"
3036,"phalanx","n","phalanges"
3037,"phallus","n","phalli"
3038,"phantasy","v","phantasied"
3039,"pharynx","n","pharynges"
3040,"phenomenon","n","phenomena"
3041,"philodendron","n","philodendra"
2538,"may","v","might"
2481,"mazy","a","maziest"
2480,"mazy","a","mazier"
2483,"mealy","a","mealiest"
2482,"mealy","a","mealier"
2484,"mean","v","meant"
2486,"measly","a","measliest"
2485,"measly","a","measlier"
2488,"meaty","a","meatiest"
2487,"meaty","a","meatier"
2490,"medal","v","medalling"
2489,"medal","v","medalled"
2492,"mediastinum","n","mediastina"
2663,"myiasis","n","myiases"
2664,"myocardium","n","myocardia"
2665,"myofibrilla","n","myofibrillae"
2666,"myoma","n","myomata"
2667,"myosis","n","myoses"
2668,"myrmidon","n","myrmidones"
2669,"mystify","v","mystified"
2670,"myxoma","n","myxomata"
2672,"nab","v","nabbing"
2671,"nab","v","nabbed"
2674,"nag","v","nagging"
2673,"nag","v","nagged"
2675,"naiad","n","naiades"
3001,"pentimento","n","pentimenti"
3002,"penumbra","n","penumbrae"
3007,"pep","v","pepping"
3004,"pep","v","pepped"
3003,"peplum","n","pepla"
3006,"peppy","a","peppiest"
3005,"peppy","a","peppier"
3008,"pericardium","n","pericardia"
3009,"peridium","n","peridia"
3010,"perigonium","n","perigonia"
3011,"perihelion","n","perihelia"
2491,"medium","n","media"
2493,"medulla","n","medullae"
2494,"medulla oblongata","n","medullae oblongatae"
2495,"medusa","n","medusae"
2519,"meet","v","met"
2496,"meeter","a","meeter"
2497,"megasporangium","n","megasporangia"
2498,"megillah","n","megilloth"
2499,"meiosis","n","meioses"
2500,"melanoma","n","melanomata"
2679,"nap","v","napping"
2676,"nap","v","napped"
2678,"nappy","a","nappiest"
2677,"nappy","a","nappier"
2680,"narcissus","n","narcissi"
2681,"naris","n","nares"
2682,"nasopharynx","n","nasopharynges"
2684,"nasty","a","nastiest"
2683,"nasty","a","nastier"
2685,"natatorium","n","natatoria"
3023,"personify","v","personified"
2984,"pes","n","pedes"
3025,"pesky","a","peskiest"
3024,"pesky","a","peskier"
3034,"pet","v","petting"
3029,"pet","v","petted"
3026,"petechia","n","petechiae"
3027,"peter","a","peter"
3028,"petrify","v","petrified"
3033,"pettifog","v","pettifogging"
3032,"pettifog","v","pettifogged"
3031,"petty","a","pettiest"
3030,"petty","a","pettier"
3035,"pfennig","n","pfennige"
2594,"melt","v","molten"
2501,"memento","n","mementoes"
2502,"memorandum","n","memoranda"
2508,"meniscus","n","menisci"
2510,"menstruum","n","menstrua"
2687,"natty","a","nattiest"
2686,"natty","a","nattier"
2689,"naughty","a","naughtiest"
2688,"naughty","a","naughtier"
2690,"naumachia","n","naumachiae"
2691,"nautilus","n","nautili"
2692,"navaho","n","navahoes"
2693,"navajo","n","navajoes"
2694,"nebula","n","nebulae"
2798,"organon","n","organa"
2799,"orthopteron","n","orthoptera"
2801,"os","n","ossa"
2800,"os","n","osar"
2797,"os","n","ora"
3043,"phony","a","phoniest"
3042,"phony","a","phonier"
3044,"photocopy","v","photocopied"
2512,"merry","a","merriest"
2511,"merry","a","merrier"
2516,"messy","a","messiest"
2515,"messy","a","messier"
2518,"mestizo","n","mestizoes"
2520,"metacarpus","n","metacarpi"
2522,"metal","v","metalling"
2521,"metal","v","metalled"
2523,"metamorphosis","n","metamorphoses"
2695,"necropolis","n","necropoleis"
2698,"needlefish","n","needlefishes"
2697,"needy","a","neediest"
2696,"needy","a","needier"
2699,"negro","n","negroes"
2700,"nemesis","n","nemeses"
2802,"ossify","v","ossified"
2803,"osteoma","n","osteomata"
2804,"ottoman","n","ottomans"
2806,"outbid","v","outbidding"
2805,"outbid","v","outbidden"
2809,"outcrop","v","outcropping"
2808,"outcrop","v","outcropped"
2807,"outcry","v","outcried"
2811,"outdo","v","outdone"
2810,"outdo","v","outdid"
2813,"outdraw","v","outdrew"
2812,"outdraw","v","outdrawn"
2816,"outfight","v","outfought"
2815,"outfit","v","outfitting"
2814,"outfit","v","outfitted"
2370,"loony","a","looniest"
2369,"loony","a","loonier"
2372,"loopy","a","loopiest"
2371,"loopy","a","loopier"
2374,"lop","v","lopping"
2373,"lop","v","lopped"
2376,"lordly","a","lordliest"
2375,"lordly","a","lordlier"
2377,"lorica","n","loricae"
2378,"lose","v","lost"
2380,"lot","v","lotting"
2379,"lot","v","lotted"
2434,"loti","n","maloti"
2524,"metastasis","n","metastases"
2525,"metatarsus","n","metatarsi"
2526,"metathesis","n","metatheses"
2527,"metazoan","n","metazoa"
2528,"metempsychosis","n","metempsychoses"
2529,"metencephalon","n","metencephala"
2530,"metrify","v","metrified"
2531,"mezuzah","n","mezuzoth"
2532,"miasma","n","miasmata"
2701,"nereid","n","nereides"
2703,"nervy","a","nerviest"
2702,"nervy","a","nervier"
2705,"net","v","netting"
2704,"net","v","netted"
2706,"neurohypophysis","n","neurohypophyses"
2707,"neuroma","n","neuromata"
2708,"neuropteron","n","neuroptera"
2709,"neurosis","n","neuroses"
2818,"outgeneral","v","outgeneralling"
2817,"outgeneral","v","outgeneralled"
2836,"outgo","v","outwent"
2819,"outgo","v","outgone"
2821,"outgrow","v","outgrown"
2820,"outgrow","v","outgrew"
2822,"outlay","v","outlaid"
2824,"output","v","outputting"
2823,"output","v","outputted"
2827,"outride","v","outrode"
2826,"outride","v","outridden"
2828,"outrun","v","outrunning"
2825,"outrun","v","outran"
2831,"outsell","v","outsold"
2829,"outshine","v","outshone"
2830,"outsider","a","outsider"
2833,"outspan","v","outspanning"
2832,"outspan","v","outspanned"
2835,"outstrip","v","outstripping"
2834,"outstrip","v","outstripped"
2840,"outwear","v","outworn"
2839,"outwear","v","outwore"
2838,"outwit","v","outwitting"
2837,"outwit","v","outwitted"
2845,"overbear","v","overborne"
2844,"overbear","v","overbore"
2843,"overbid","v","overbidding"
2842,"overbid","v","overbidden"
2846,"overcome","v","overcame"
2847,"overcomer","a","overcomer"
2849,"overcrop","v","overcropping"
2848,"overcrop","v","overcropped"
2851,"overdo","v","overdone"
2850,"overdo","v","overdid"
2853,"overdraw","v","overdrew"
2852,"overdraw","v","overdrawn"
2855,"overdrive","v","overdrove"
2854,"overdrive","v","overdriven"
2857,"overflow","v","overflown"
2857,"overfly","v","overflown"
2856,"overfly","v","overflew"
2859,"overgrow","v","overgrown"
2858,"overgrow","v","overgrew"
2861,"overhang","v","overhung"
2860,"overhear","v","overheard"
2865,"overlap","v","overlapping"
2864,"overlap","v","overlapped"
2862,"overlay","v","overlaid"
2867,"overlie","v","overlying"
2866,"overlie","v","overlay"
2863,"overlie","v","overlain"
2381,"loup-garou","n","loups-garous"
2324,"louse","n","lice"
2383,"lousy","a","lousiest"
2382,"lousy","a","lousier"
2385,"lovely","a","loveliest"
2384,"lovely","a","lovelier"
2386,"lowlander","a","lowlander"
2534,"micrococcus","n","micrococci"
2535,"microsporangium","n","microsporangia"
2536,"midrash","n","midrashim"
2537,"midwife","n","midwives"
2540,"mighty","a","mightiest"
2539,"mighty","a","mightier"
2710,"nevus","n","nevi"
2712,"newsy","a","newsiest"
2711,"newsy","a","newsier"
2714,"nib","v","nibbing"
2713,"nib","v","nibbed"
2715,"nibelung","n","nibelungen"
2717,"nickel","v","nickelling"
2716,"nickel","v","nickelled"
2868,"overnighter","a","overnighter"
2870,"overpass","v","overpast"
2869,"overpay","v","overpaid"
2873,"override","v","overrode"
2872,"override","v","overridden"
2874,"overrun","v","overrunning"
2871,"overrun","v","overran"
2876,"oversee","v","overseen"
2875,"oversee","v","oversaw"
2877,"oversew","v","oversewn"
2878,"overshoot","v","overshot"
2879,"oversimplify","v","oversimplified"
2880,"oversleep","v","overslept"
2881,"overspend","v","overspent"
2882,"overspill","v","overspilt"
2884,"overstep","v","overstepping"
2883,"overstep","v","overstepped"
2888,"overtake","v","overtook"
2885,"overtake","v","overtaken"
2887,"overthrow","v","overthrown"
2886,"overthrow","v","overthrew"
2890,"overtop","v","overtopping"
2889,"overtop","v","overtopped"
2892,"overwrite","v","overwrote"
2891,"overwrite","v","overwritten"
2893,"ovolo","n","ovoli"
2894,"ovotestis","n","ovotestes"
2841,"ovum","n","ova"
2895,"owner","a","owner"
2896,"ox","n","oxen"
2897,"oxymoron","n","oxymora"
2388,"lowly","a","lowliest"
2387,"lowly","a","lowlier"
2389,"luba","n","luba"
2391,"lucky","a","luckiest"
2390,"lucky","a","luckier"
2393,"lug","v","lugging"
2392,"lug","v","lugged"
2394,"lullaby","v","lullabied"
2395,"lumbus","n","lumbi"
2396,"lumen","n","lumina"
2397,"lumpfish","n","lumpfishes"
