"A_LEMMA","A_SYNSETID","A_TAGCOUNT","A_LEXDOMAINNAME","A_LEXDOMAINID","A_POS","A_SHOWALL","A_DEFINITION","A_SAMPLESET","A_HIDEALL","A_SENSENUM","B_LINKID","D_LINK","C_SYNSETID","C_LEXDOMAINNAME","C_LEXDOMAINID","C_POS","C_SHOWALL","C_DEFINITION","C_SAMPLESET","C_HIDEALL"
"yb",114598144,,"noun.substance",27,"n","atomic number 70#1(atomic_number_70%1:27:00::),Yb#1(yb%1:27:00::),ytterbium#1(ytterbium%1:27:00::)","a soft silvery metallic element; a rare earth of the lanthanide series; it occurs in gadolinite and monazite and xenotime","","atomic number 70,Yb,ytterbium",1,15,"substance holonym",114619267,"noun.substance",27,"n","monazite#1(monazite%1:27:00::)","a reddish-brown mineral containing rare earth metals; an important source of thorium and cerium","","monazite"
"tupelo",112276221,,"noun.plant",20,"n","tupelo#1(tupelo%1:20:02::)","pale soft wood of a tupelo tree especially the water gum","","tupelo",1,15,"substance holonym",112275606,"noun.plant",20,"n","tupelo tree#1(tupelo_tree%1:20:00::),tupelo#2(tupelo%1:20:00::)","any of several gum trees of swampy areas of North America","","tupelo tree,tupelo"
"atomic number 29",114572383,,"noun.substance",27,"n","atomic number 29#1(atomic_number_29%1:27:00::),copper#1(copper%1:27:00::),Cu#1(cu%1:27:00::)","a ductile malleable reddish-brown corrosion-resistant diamagnetic metallic element; occurs in various minerals but is the only metal that occurs abundantly in large masses; used as an electrical and thermal conductor","","atomic number 29,copper,Cu",1,15,"substance holonym",114617286,"noun.substance",27,"n","malachite#1(malachite%1:27:00::)","a green or blue mineral used as an ore of copper and for making ornamental objects","","malachite"
"whisky",107837179,19,"noun.food",13,"n","whisky#1(whisky%1:13:00::),whiskey#1(whiskey%1:13:00::)","a liquor made from fermented mash of grain","","whisky,whiskey",1,15,"substance holonym",107849088,"noun.food",13,"n","whisky sour#1(whisky_sour%1:13:00::),whiskey sour#1(whiskey_sour%1:13:00::)","a sour made with whiskey","","whisky sour,whiskey sour"
"atomic number 20",114569309,,"noun.substance",27,"n","atomic number 20#1(atomic_number_20%1:27:00::),Ca#1(ca%1:27:00::),calcium#1(calcium%1:27:00::)","a white metallic element that burns with a brilliant light; the fifth most abundant element in the earth's crust; an important component of most plants and animals","","atomic number 20,Ca,calcium",1,15,"substance holonym",114863928,"noun.substance",27,"n","limestone#1(limestone%1:27:00::)","a sedimentary rock consisting mainly of calcium that was deposited by the remains of marine animals","","limestone"
"atomic number 26",114579078,,"noun.substance",27,"n","atomic number 26#1(atomic_number_26%1:27:00::),iron#1(iron%1:27:00::),Fe#1(fe%1:27:00::)","a heavy ductile magnetic metallic element; is silver-white in pure form but readily rusts; used in construction and tools and armament; plays a role in the transport of oxygen by the blood","","atomic number 26,iron,Fe",1,15,"substance holonym",114851643,"noun.substance",27,"n","iron ore#1(iron_ore%1:27:00::)","an ore from which iron can be extracted","","iron ore"
"saturation",104906737,,"noun.attribute",7,"n","chroma#1(chroma%1:07:00::),vividness#2(vividness%1:07:00::),saturation#4(saturation%1:07:00::),intensity#4(intensity%1:07:01::)","chromatic purity: freedom from dilution with white and hence vivid in hue","","chroma,vividness,saturation,intensity",4,15,"substance holonym",104890979,"noun.attribute",7,"n","chromatic color#1(chromatic_color%1:07:00::),spectral colour#1(spectral_colour%1:07:00::),spectral color#1(spectral_color%1:07:00::),chromatic colour#1(chromatic_colour%1:07:00::)","a color that has hue","","chromatic color,spectral colour,spectral color,chromatic colour"
"atomic number 25",114581315,,"noun.substance",27,"n","atomic number 25#1(atomic_number_25%1:27:00::),manganese#1(manganese%1:27:00::),Mn#1(mn%1:27:00::)","a hard brittle grey polyvalent metallic element that resembles iron but is not magnetic; used in making steel; occurs in many minerals","","atomic number 25,manganese,Mn",1,15,"substance holonym",114632660,"noun.substance",27,"n","rhodochrosite#1(rhodochrosite%1:27:00::)","a mineral consisting of manganese carbonate; a source of manganese","","rhodochrosite"
"atomic number 8",114584761,,"noun.substance",27,"n","atomic number 8#1(atomic_number_8%1:27:00::),O#1(o%1:27:00::),oxygen#1(oxygen%1:27:00::)","a nonmetallic bivalent element that is normally a colorless odorless tasteless nonflammable diatomic gas; constitutes 21 percent of the atmosphere by volume; the most abundant element in the earth's crust","","atomic number 8,O,oxygen",1,15,"substance holonym",114775518,"noun.substance",27,"n","water#1(water%1:27:00::),H2O#1(h2o%1:27:00::)","binary compound that occurs at room temperature as a clear colorless odorless tasteless liquid; freezes into ice below 0 degrees centigrade and boils above 100 degrees centigrade; widely used as a solvent","","water,H2O"
"soya",107660108,,"noun.food",13,"n","soya#2(soya%1:13:00::),soybean#3(soybean%1:13:00::),soya bean#3(soya_bean%1:13:00::),soy#4(soy%1:13:00::)","the most highly proteinaceous vegetable known; the fruit of the soybean plant is used in a variety of foods and as fodder (especially as a replacement for animal protein)","","soya,soybean,soya bean,soy",2,15,"substance holonym",107500085,"noun.food",13,"n","soy flour#1(soy_flour%1:13:00::),soybean meal#1(soybean_meal%1:13:00::),soybean flour#1(soybean_flour%1:13:00::)","meal made from soybeans","","soy flour,soybean meal,soybean flour"
"piperine",114959210,,"noun.substance",27,"n","piperine#1(piperine%1:27:00::),piperin#1(piperin%1:27:00::)","derived from pepper (especially black pepper); source of the hotness of black and white pepper","","piperine,piperin",1,15,"substance holonym",113085009,"noun.plant",20,"n","black pepper#1(black_pepper%1:20:00::),common pepper#1(common_pepper%1:20:00::),white pepper#1(white_pepper%1:20:00::),pepper#1(pepper%1:20:01::),Piper nigrum#1(piper_nigrum%1:20:00::),Madagascar pepper#1(madagascar_pepper%1:20:00::)","climber having dark red berries (peppercorns) when fully ripe; southern India and Sri Lanka; naturalized in northern Burma and Assam","","black pepper,common pepper,white pepper,pepper,Piper nigrum,Madagascar pepper"
"in",114577884,,"noun.substance",27,"n","atomic number 49#1(atomic_number_49%1:27:00::),indium#1(indium%1:27:00::),In#2(in%1:27:00::)","a rare soft silvery metallic element; occurs in small quantities in sphalerite","","atomic number 49,indium,In",2,15,"substance holonym",115033008,"noun.substance",27,"n","blende#1(blende%1:27:00::),zinc blende#1(zinc_blende%1:27:00::),sphalerite#1(sphalerite%1:27:00::)","an ore that is the chief source of zinc; consists largely of zinc sulfide in crystalline form","","blende,zinc blende,sphalerite"
"nitre",114790758,,"noun.substance",27,"n","niter#1(niter%1:27:00::),nitre#1(nitre%1:27:00::),saltpetre#1(saltpetre%1:27:00::),saltpeter#1(saltpeter%1:27:00::),potassium nitrate#1(potassium_nitrate%1:27:00::)","(KNO3) used especially as a fertilizer and explosive","","niter,nitre,saltpetre,saltpeter,potassium nitrate",1,15,"substance holonym",114789100,"noun.substance",27,"n","fertiliser#1(fertiliser%1:27:00::),plant food#1(plant_food%1:27:00::),fertilizer#1(fertilizer%1:27:00::)","any substance such as manure or a mixture of nitrates used to make soil more fertile","","fertiliser,plant food,fertilizer"
"kr",114579577,,"noun.substance",27,"n","atomic number 36#1(atomic_number_36%1:27:00::),krypton#1(krypton%1:27:00::),Kr#1(kr%1:27:00::)","a colorless element that is one of the six inert gasses; occurs in trace amounts in air","","atomic number 36,krypton,Kr",1,15,"substance holonym",114771042,"noun.substance",27,"n","air#1(air%1:27:00::)","a mixture of gases (especially oxygen) required for breathing; the stuff that the wind consists of","air pollution|a smell of chemicals in the air|open a window and let in some air|I need some fresh air","air"
"peppermint oil",107743120,,"noun.food",13,"n","peppermint oil#1(peppermint_oil%1:13:00::)","oil from the peppermint plant used as flavoring","","peppermint oil",1,15,"substance holonym",107536794,"noun.food",13,"n","peppermint candy#1(peppermint_candy%1:13:00::),peppermint#3(peppermint%1:13:01::)","a candy flavored with peppermint oil","","peppermint candy,peppermint"
"ge",114575178,,"noun.substance",27,"n","atomic number 32#1(atomic_number_32%1:27:00::),Ge#1(ge%1:27:00::),germanium#1(germanium%1:27:00::)","a brittle grey crystalline element that is a semiconducting metalloid (resembling silicon) used in transistors; occurs in germanite and argyrodite","","atomic number 32,Ge,germanium",1,15,"substance holonym",114613233,"noun.substance",27,"n","germanite#1(germanite%1:27:00::)","a rare reddish-grey mineral consisting of a copper iron germanium sulfide","","germanite"
"titanium",114595873,,"noun.substance",27,"n","atomic number 22#1(atomic_number_22%1:27:00::),Ti#1(ti%1:27:00::),titanium#1(titanium%1:27:00::)","a light strong grey lustrous corrosion-resistant metallic element used in strong lightweight alloys (as for airplane parts); the main sources are rutile and ilmenite","","atomic number 22,Ti,titanium",1,15,"substance holonym",114935022,"noun.substance",27,"n","rutile#1(rutile%1:27:00::)","a mineral consisting of titanium dioxide in crystalline form; occurs in metamorphic and plutonic rocks and is a major source of titanium","","rutile"
"tonic",107860067,,"noun.food",13,"n","quinine water#1(quinine_water%1:13:00::),tonic water#1(tonic_water%1:13:00::),tonic#1(tonic%1:13:02::)","lime- or lemon-flavored carbonated water containing quinine","","quinine water,tonic water,tonic",1,15,"substance holonym",107845989,"noun.food",13,"n","gin and tonic#1(gin_and_tonic%1:13:00::)","gin and quinine water","","gin and tonic"
"thorium",114594771,,"noun.substance",27,"n","atomic number 90#1(atomic_number_90%1:27:00::),thorium#1(thorium%1:27:00::),Th#2(th%1:27:00::)","a soft silvery-white tetravalent radioactive metallic element; isotope 232 is used as a power source in nuclear reactors; occurs in thorite and in monazite sands","","atomic number 90,thorium,Th",1,15,"substance holonym",114996036,"noun.substance",27,"n","thorite#1(thorite%1:27:00::)","a radioactive mineral consisting of thorium silicate; it is a source of thorium that is found in coarse granite","","thorite"
"thorium",114594771,,"noun.substance",27,"n","atomic number 90#1(atomic_number_90%1:27:00::),thorium#1(thorium%1:27:00::),Th#2(th%1:27:00::)","a soft silvery-white tetravalent radioactive metallic element; isotope 232 is used as a power source in nuclear reactors; occurs in thorite and in monazite sands","","atomic number 90,thorium,Th",1,15,"substance holonym",114619267,"noun.substance",27,"n","monazite#1(monazite%1:27:00::)","a reddish-brown mineral containing rare earth metals; an important source of thorium and cerium","","monazite"
"silicon",114591203,,"noun.substance",27,"n","atomic number 14#1(atomic_number_14%1:27:00::),silicon#1(silicon%1:27:00::),Si#1(si%1:27:00::)","a tetravalent nonmetallic element; next to oxygen it is the most abundant element in the earth's crust; occurs in clay and feldspar and granite and quartz and sand; used as a semiconductor in transistors","","atomic number 14,silicon,Si",1,15,"substance holonym",114819200,"noun.substance",27,"n","granite#1(granite%1:27:00::)","plutonic igneous rock having visibly crystalline texture; generally composed of feldspar and mica and quartz","","granite"
"silicon",114591203,,"noun.substance",27,"n","atomic number 14#1(atomic_number_14%1:27:00::),silicon#1(silicon%1:27:00::),Si#1(si%1:27:00::)","a tetravalent nonmetallic element; next to oxygen it is the most abundant element in the earth's crust; occurs in clay and feldspar and granite and quartz and sand; used as a semiconductor in transistors","","atomic number 14,silicon,Si",1,15,"substance holonym",114743682,"noun.substance",27,"n","clay#1(clay%1:27:00::)","a very fine-grained soil that is plastic when moist but hard when fired","","clay"
"palm oil",107605009,,"noun.food",13,"n","palm oil#1(palm_oil%1:13:00::)","oil from nuts of oil palms especially the African oil palm","","palm oil",1,15,"substance holonym",112526196,"noun.plant",20,"n","palm nut#1(palm_nut%1:20:00::),palm kernel#1(palm_kernel%1:20:00::)","seed of any oil palm","","palm nut,palm kernel"
"nitrocellulose",114725920,,"noun.substance",27,"n","cellulose nitrate#1(cellulose_nitrate%1:27:00::),nitrocotton#1(nitrocotton%1:27:00::),nitrocellulose#1(nitrocellulose%1:27:00::),guncotton#1(guncotton%1:27:00::)","a nitric acid ester; used in lacquers and explosives","","cellulose nitrate,nitrocotton,nitrocellulose,guncotton",1,15,"substance holonym",102845247,"noun.artifact",6,"n","blasting gelatin#1(blasting_gelatin%1:06:00::)","mixture of guncotton with nitroglycerin","","blasting gelatin"
"fragrant bedstraw",112600752,,"noun.plant",20,"n","Asperula odorata#1(asperula_odorata%1:20:00::),fragrant bedstraw#1(fragrant_bedstraw%1:20:00::),woodruff#1(woodruff%1:20:02::),sweet woodruff#1(sweet_woodruff%1:20:00::),waldmeister#1(waldmeister%1:20:00::),Galium odoratum#1(galium_odoratum%1:20:00::)","Old World fragrant stoloniferous perennial having small white flowers and narrow leaves used as flavoring and in sachets; widely cultivated as a ground cover; in some classifications placed in genus Asperula","","Asperula odorata,fragrant bedstraw,woodruff,sweet woodruff,waldmeister,Galium odoratum",1,15,"substance holonym",107862765,"noun.food",13,"n","May wine#1(may_wine%1:13:00::)","a punch made of Moselle and sugar and sparkling water or champagne flavored with sweet woodruff","","May wine"
"serum albumin",114667601,,"noun.substance",27,"n","serum albumin#1(serum_albumin%1:27:00::)","albumin occurring in blood serum; serves to maintain the somatic pressure of the blood","","serum albumin",1,15,"substance holonym",105334622,"noun.body",8,"n","serum#1(serum%1:08:00::),blood serum#1(blood_serum%1:08:00::)","an amber, watery fluid, rich in proteins, that separates out when blood coagulates","","serum,blood serum"
"ni",114583271,,"noun.substance",27,"n","atomic number 28#1(atomic_number_28%1:27:00::),nickel#1(nickel%1:27:00::),Ni#1(ni%1:27:00::)","a hard malleable ductile silvery metallic element that is resistant to corrosion; used in alloys; occurs in pentlandite and smaltite and garnierite and millerite","","atomic number 28,nickel,Ni",1,15,"substance holonym",114612951,"noun.substance",27,"n","garnierite#1(garnierite%1:27:00::)","a green mineral consisting of hydrated nickel magnesium silicate; a source of nickel","","garnierite"
"ho",114576883,,"noun.substance",27,"n","atomic number 67#1(atomic_number_67%1:27:00::),holmium#1(holmium%1:27:00::),Ho#1(ho%1:27:00::)","a trivalent metallic element of the rare earth group; occurs together with yttrium; forms highly magnetic compounds","","atomic number 67,holmium,Ho",1,15,"substance holonym",114612194,"noun.substance",27,"n","ytterbite#1(ytterbite%1:27:00::),gadolinite#1(gadolinite%1:27:00::)","a mineral that is a source of rare earths; consists of silicates of iron and beryllium and cerium and yttrium and erbium","","ytterbite,gadolinite"
"u",115009471,,"noun.substance",27,"n","U#1(u%1:27:01::),uracil#1(uracil%1:27:00::)","a base containing nitrogen that is found in RNA (but not in DNA) and derived from pyrimidine; pairs with adenine","","U,uracil",1,15,"substance holonym",114762407,"noun.substance",27,"n","RNA#1(rna%1:27:00::),ribonucleic acid#1(ribonucleic_acid%1:27:00::)","(biochemistry) a long linear polymer of nucleotides found in the nucleus but mainly in the cytoplasm of a cell where it is associated with microsomes; it transmits genetic information from DNA to the cytoplasm and controls certain chemical processes in the cell","ribonucleic acid is the genetic material of some viruses","RNA,ribonucleic acid"
"fat",114793630,2,"noun.substance",27,"n","fat#1(fat%1:27:00::)","a soft greasy substance occurring in organic tissue and consisting of a mixture of lipids (mostly triglycerides)","pizza has too much fat","fat",1,15,"substance holonym",105388328,"noun.body",8,"n","fat cell#1(fat_cell%1:08:00::),adipose cell#1(adipose_cell%1:08:00::)","cells composed of fat","","fat cell,adipose cell"
"corundum",114609342,,"noun.substance",27,"n","corundum#1(corundum%1:27:00::),corundom#1(corundom%1:27:00::)","very hard mineral used as an abrasive","","corundum,corundom",1,15,"substance holonym",114610768,"noun.substance",27,"n","emery#1(emery%1:27:00::)","a hard grey-black mineral consisting of corundum and either hematite or magnetite; used as an abrasive (especially as a coating on paper)","","emery"
"algarroba bean",112428637,,"noun.plant",20,"n","algarroba#1(algarroba%1:20:02::),algarroba bean#1(algarroba_bean%1:20:00::),locust pod#1(locust_pod%1:20:00::),carob bean#1(carob_bean%1:20:00::),locust bean#1(locust_bean%1:20:00::),carob#1(carob%1:20:02::)","long pod containing small beans and sweetish edible pulp; used as animal feed and source of a chocolate substitute","","algarroba,algarroba bean,locust pod,carob bean,locust bean,carob",1,15,"substance holonym",107528553,"noun.food",13,"n","carob powder#1(carob_powder%1:13:00::),Saint-John's-bread#1(saint-john's-bread%1:13:00::),carob#3(carob%1:13:00::)","powder from the ground seeds and pods of the carob tree; used as a chocolate substitute","","carob powder,Saint-John's-bread,carob"
"cellulose",114724848,5,"noun.substance",27,"n","cellulose#1(cellulose%1:27:00::)","a polysaccharide that is the chief constituent of all plant tissues and fibers","","cellulose",1,15,"substance holonym",114901158,"noun.substance",27,"n","paper#1(paper%1:27:00::)","a material made of cellulose pulp derived mainly from wood or rags or certain grasses","","paper"
"cannabis",102944097,,"noun.artifact",6,"n","cannabis#2(cannabis%1:06:00::),marijuana#2(marijuana%1:06:00::),marihuana#2(marihuana%1:06:00::),ganja#2(ganja%1:06:00::)","the most commonly used illicit drug; considered a soft drug, it consists of the dried leaves of the hemp plant; smoked or chewed for euphoric effect","","cannabis,marijuana,marihuana,ganja",2,15,"substance holonym",103572237,"noun.artifact",6,"n","reefer#1(reefer%1:06:00::),spliff#1(spliff%1:06:00::),marijuana cigarette#1(marijuana_cigarette%1:06:00::),joint#6(joint%1:06:00::),stick#8(stick%1:06:02::)","marijuana leaves rolled into a cigarette for smoking","","reefer,spliff,marijuana cigarette,joint,stick"
"mescaline",103714159,,"noun.artifact",6,"n","mescaline#1(mescaline%1:06:00::),peyote#2(peyote%1:06:00::)","the hallucinatory alkaloid that is the active agent in mescal buttons","","mescaline,peyote",1,15,"substance holonym",111784642,"noun.plant",20,"n","mescal button#1(mescal_button%1:20:00::),sacred mushroom#1(sacred_mushroom%1:20:00::),magic mushroom#1(magic_mushroom%1:20:00::)","the button-shaped top of the mescal cactus; a source of psilocybin","","mescal button,sacred mushroom,magic mushroom"
"b",114568532,,"noun.substance",27,"n","atomic number 5#1(atomic_number_5%1:27:00::),boron#1(boron%1:27:00::),B#3(b%1:27:00::)","a trivalent metalloid element; occurs both in a hard black crystal and in the form of a yellow or brown powder","","atomic number 5,boron,B",3,15,"substance holonym",114615892,"noun.substance",27,"n","kernite#1(kernite%1:27:00::)","a light soft mineral consisting of hydrated sodium borate in crystalline form; an important source of boron","","kernite"
"white poplar",111647796,,"noun.plant",20,"n","true tulipwood#1(true_tulipwood%1:20:00::),yellow poplar#1(yellow_poplar%1:20:02::),whitewood#1(whitewood%1:20:00::),tulipwood#2(tulipwood%1:20:00::),white poplar#2(white_poplar%1:20:02::)","light easily worked wood of a tulip tree; used for furniture and veneer","","true tulipwood,yellow poplar,whitewood,tulipwood,white poplar",2,15,"substance holonym",111647457,"noun.plant",20,"n","canary whitewood#1(canary_whitewood%1:20:00::),Liriodendron tulipifera#1(liriodendron_tulipifera%1:20:00::),tulip poplar#1(tulip_poplar%1:20:00::),tulip tree#1(tulip_tree%1:20:00::),yellow poplar#2(yellow_poplar%1:20:00::)","tall North American deciduous timber tree having large tulip-shaped greenish yellow flowers and conelike fruit; yields soft white woods used especially for cabinet work","","canary whitewood,Liriodendron tulipifera,tulip poplar,tulip tree,yellow poplar"
"atomic number 37",114589616,,"noun.substance",27,"n","atomic number 37#1(atomic_number_37%1:27:00::),rubidium#1(rubidium%1:27:00::),Rb#1(rb%1:27:00::)","a soft silvery metallic element of the alkali metal group; burns in air and reacts violently in water; occurs in carnallite and lepidolite and pollucite","","atomic number 37,rubidium,Rb",1,15,"substance holonym",114606057,"noun.substance",27,"n","carnallite#1(carnallite%1:27:00::)","a white or reddish mineral consisting of hydrous chlorides of potassium and magnesium; used as a fertilizer and as a source of potassium and magnesium","","carnallite"
"li",114580454,,"noun.substance",27,"n","atomic number 3#1(atomic_number_3%1:27:00::),Li#1(li%1:27:00::),lithium#1(lithium%1:27:00::)","a soft silver-white univalent element of the alkali metal group; the lightest metal known; occurs in several minerals","","atomic number 3,Li,lithium",1,15,"substance holonym",114978132,"noun.substance",27,"n","spodumene#1(spodumene%1:27:00::)","a pyroxene mineral consisting of lithium aluminum silicate; a source of lithium","","spodumene"
"muscat",107832352,,"noun.food",13,"n","muscadel#1(muscadel%1:13:02::),muscatel#1(muscatel%1:13:02::),muscadelle#1(muscadelle%1:13:02::),muscat#3(muscat%1:13:02::)","wine from muscat grapes","","muscadel,muscatel,muscadelle,muscat",3,15,"substance holonym",107690776,"noun.food",13,"n","muscat grape#1(muscat_grape%1:13:00::),muscatel#2(muscatel%1:13:01::),muscat#4(muscat%1:13:01::)","sweet aromatic grape used for raisins and wine","","muscat grape,muscatel,muscat"
"atomic number 27",114571951,,"noun.substance",27,"n","atomic number 27#1(atomic_number_27%1:27:00::),cobalt#1(cobalt%1:27:00::),Co#2(co%1:27:01::)","a hard ferromagnetic silver-white bivalent or trivalent metallic element; a trace element in plant and animal nutrition","","atomic number 27,cobalt,Co",1,15,"substance holonym",114608520,"noun.substance",27,"n","cobaltite#1(cobaltite%1:27:00::)","a rare silvery-white mineral; important ore of cobalt","","cobaltite"
"thymine",114998251,,"noun.substance",27,"n","thymine#1(thymine%1:27:00::),T#1(t%1:27:01::)","a base found in DNA (but not in RNA) and derived from pyrimidine; pairs with adenine","","thymine,T",1,15,"substance holonym",114760578,"noun.substance",27,"n","desoxyribonucleic acid#1(desoxyribonucleic_acid%1:27:00::),DNA#1(dna%1:27:00::),deoxyribonucleic acid#1(deoxyribonucleic_acid%1:27:00::)","(biochemistry) a long linear polymer found in the nucleus of a cell and formed from nucleotides and shaped like a double helix; associated with the transmission of genetic information","DNA is the king of molecules","desoxyribonucleic acid,DNA,deoxyribonucleic acid"
"tin",114595517,5,"noun.substance",27,"n","atomic number 50#1(atomic_number_50%1:27:00::),tin#1(tin%1:27:00::),Sn#1(sn%1:27:00::)","a silvery malleable metallic element that resists corrosion; used in many alloys and to coat other metals to prevent corrosion; obtained chiefly from cassiterite where it occurs as tin oxide","","atomic number 50,tin,Sn",1,15,"substance holonym",104377131,"noun.artifact",6,"n","tinfoil#1(tinfoil%1:06:00::),tin foil#1(tin_foil%1:06:00::)","foil made of tin or an alloy of tin and lead","","tinfoil,tin foil"
"cayenne",107753141,,"noun.food",13,"n","red pepper#1(red_pepper%1:13:00::),cayenne#2(cayenne%1:13:00::),cayenne pepper#2(cayenne_pepper%1:13:00::)","ground pods and seeds of pungent red peppers of the genus Capsicum","","red pepper,cayenne,cayenne pepper",2,15,"substance holonym",112836467,"noun.plant",20,"n","chili pepper#1(chili_pepper%1:20:00::),chilli pepper#1(chilli_pepper%1:20:00::),cayenne#1(cayenne%1:20:00::),cayenne pepper#1(cayenne_pepper%1:20:00::),Capsicum annuum longum#1(capsicum_annuum_longum%1:20:00::),jalapeno#1(jalapeno%1:20:00::),long pepper#2(long_pepper%1:20:01::)","plant bearing very hot and finely tapering long peppers; usually red","","chili pepper,chilli pepper,cayenne,cayenne pepper,Capsicum annuum longum,jalapeno,long pepper"
"gum elemi",112626509,,"noun.plant",20,"n","gum elemi#1(gum_elemi%1:20:00::),elemi#1(elemi%1:20:00::)","fragrant resin obtain from trees of the family Burseraceae and used as incense","","gum elemi,elemi",1,15,"substance holonym",112626134,"noun.plant",20,"n","incense tree#1(incense_tree%1:20:00::)","any of various tropical trees of the family Burseraceae yielding fragrant gums or resins that are burned as incense","","incense tree"
"pick",104530566,,"noun.artifact",6,"n","woof#1(woof%1:06:00::),weft#1(weft%1:06:00::),filling#4(filling%1:06:00::),pick#4(pick%1:06:02::)","the yarn woven across the warp yarn in weaving","","woof,weft,filling,pick",4,15,"substance holonym",103290884,"noun.artifact",6,"n","cloth#1(cloth%1:06:00::),textile#1(textile%1:06:00::),fabric#1(fabric%1:06:00::),material#3(material%1:06:00::)","artifact made by weaving or felting or knitting or crocheting natural or synthetic fibers","the fabric in the curtains was light and semitransparent|she measured off enough material for a dress|woven cloth originated in Mesopotamia around 5000 BC","cloth,textile,fabric,material"
"gadolinium",114574702,,"noun.substance",27,"n","atomic number 64#1(atomic_number_64%1:27:00::),gadolinium#1(gadolinium%1:27:00::),Gd#2(gd%1:27:00::)","a ductile silvery-white ductile ferromagnetic trivalent metallic element of the rare earth group","","atomic number 64,gadolinium,Gd",1,15,"substance holonym",114612194,"noun.substance",27,"n","ytterbite#1(ytterbite%1:27:00::),gadolinite#1(gadolinite%1:27:00::)","a mineral that is a source of rare earths; consists of silicates of iron and beryllium and cerium and yttrium and erbium","","ytterbite,gadolinite"
"gadolinium",114574702,,"noun.substance",27,"n","atomic number 64#1(atomic_number_64%1:27:00::),gadolinium#1(gadolinium%1:27:00::),Gd#2(gd%1:27:00::)","a ductile silvery-white ductile ferromagnetic trivalent metallic element of the rare earth group","","atomic number 64,gadolinium,Gd",1,15,"substance holonym",114939272,"noun.substance",27,"n","samarskite#1(samarskite%1:27:00::)","a complex black mineral occurring in pegmatites","","samarskite"
"fomentation",114802308,,"noun.substance",27,"n","fomentation#1(fomentation%1:27:00::)","a substance used as a warm moist medicinal compress or poultice","","fomentation",1,15,"substance holonym",103071070,"noun.artifact",6,"n","compress#1(compress%1:06:00::)","a cloth pad or dressing (with or without medication) applied firmly to some part of the body (to relieve discomfort or reduce fever)","","compress"
"atomic number 10",114582813,,"noun.substance",27,"n","atomic number 10#1(atomic_number_10%1:27:00::),neon#1(neon%1:27:00::),Ne#1(ne%1:27:00::)","a colorless odorless gaseous element that give a red glow in a vacuum tube; one of the six inert gasses; occurs in the air in small amounts","","atomic number 10,neon,Ne",1,15,"substance holonym",114771042,"noun.substance",27,"n","air#1(air%1:27:00::)","a mixture of gases (especially oxygen) required for breathing; the stuff that the wind consists of","air pollution|a smell of chemicals in the air|open a window and let in some air|I need some fresh air","air"
"pine",111544042,2,"noun.plant",20,"n","pine#2(pine%1:20:02::)","straight-grained durable and often resinous white to yellowish timber of any of numerous trees of the genus Pinus","","pine",2,15,"substance holonym",111543407,"noun.plant",20,"n","pine#1(pine%1:20:00::),true pine#1(true_pine%1:20:00::),pine tree#1(pine_tree%1:20:00::)","a coniferous tree","","pine,true pine,pine tree"
"mescal",107836665,,"noun.food",13,"n","mescal#2(mescal%1:13:00::)","a colorless Mexican liquor distilled from fermented juices of certain desert plants of the genus Agavaceae (especially the century plant)","","mescal",2,15,"substance holonym",112412958,"noun.plant",20,"n","maguey#1(maguey%1:20:02::),Agave atrovirens#1(agave_atrovirens%1:20:00::)","Mexican plant used especially for making pulque which is the source of the colorless Mexican liquor, mescal","","maguey,Agave atrovirens"
"germanium",114575178,3,"noun.substance",27,"n","atomic number 32#1(atomic_number_32%1:27:00::),Ge#1(ge%1:27:00::),germanium#1(germanium%1:27:00::)","a brittle grey crystalline element that is a semiconducting metalloid (resembling silicon) used in transistors; occurs in germanite and argyrodite","","atomic number 32,Ge,germanium",1,15,"substance holonym",114603843,"noun.substance",27,"n","argyrodite#1(argyrodite%1:27:00::)","a rare steel-grey mineral consisting of silver and germanium and sulfur","","argyrodite"
"bowstring hemp",112416852,,"noun.plant",20,"n","bowstring hemp#2(bowstring_hemp%1:20:02::)","strong fiber that resembles hemp; obtained from sansevieria and used for e.g. cordage","","bowstring hemp",2,15,"substance holonym",112416106,"noun.plant",20,"n","sansevieria#1(sansevieria%1:20:00::),bowstring hemp#3(bowstring_hemp%1:20:01::)","grown as a houseplant for its mottled fleshy sword-shaped leaves or as a source of fiber","","sansevieria,bowstring hemp"
"ti",114595873,,"noun.substance",27,"n","atomic number 22#1(atomic_number_22%1:27:00::),Ti#1(ti%1:27:00::),titanium#1(titanium%1:27:00::)","a light strong grey lustrous corrosion-resistant metallic element used in strong lightweight alloys (as for airplane parts); the main sources are rutile and ilmenite","","atomic number 22,Ti,titanium",1,15,"substance holonym",114935022,"noun.substance",27,"n","rutile#1(rutile%1:27:00::)","a mineral consisting of titanium dioxide in crystalline form; occurs in metamorphic and plutonic rocks and is a major source of titanium","","rutile"
"brandy",107834103,3,"noun.food",13,"n","brandy#1(brandy%1:13:00::)","distilled from wine or fermented fruit juice","","brandy",1,15,"substance holonym",107861991,"noun.food",13,"n","claret cup#1(claret_cup%1:13:00::)","a punch made of claret and brandy with lemon juice and sugar and sometimes sherry or curacao and fresh fruit","","claret cup"
